frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_12
699,(348!65),(1009!147),(1182!129),(922!287),(1059!286),(1121!314),(529!435),,(436!899),(285!857),(751!856),
700,(348!65),(1009!147),(1182!129),(922!287),(1059!285),(1121!315),(529!434),,(436!898),(285!857),(751!856),
701,(348!65),(1009!147),(1182!130),(923!285),(1059!285),(1122!314),(529!434),,(436!897),(285!857),(751!856),
702,(348!64),(1009!146),(1182!129),(922!287),(1059!285),(1122!314),(529!434),,(436!897),(285!857),(751!856),
703,(348!65),(1009!146),(1181!129),(922!285),(1059!286),(1121!314),(529!434),,(436!897),(285!857),(750!856),
704,(348!65),(1009!147),(1181!129),(922!288),(1059!287),(1121!314),(529!434),,(437!897),(285!857),(751!856),
705,(348!65),(1009!147),(1181!129),(923!287),(1059!287),(1121!315),(529!434),,(437!897),(285!857),(751!856),
706,(347!64),(1009!147),(1181!129),(922!287),(1059!287),(1121!314),(529!434),,(437!897),(284!857),(751!856),
707,(346!65),(1009!147),(1182!129),(922!288),(1059!287),(1121!315),(529!434),,(437!897),(285!858),(751!856),
708,(345!64),(1009!146),(1181!129),(922!287),(1058!287),(1121!314),(529!434),,(435!897),(284!857),(751!856),
709,(343!64),(1009!147),(1181!129),(922!288),(1059!288),(1121!315),(529!434),,(434!898),(284!858),(751!856),
710,(343!64),(1009!147),(1181!129),(923!287),(1059!288),(1121!315),(529!434),,(434!899),(284!857),(751!857),
711,(44!605),(1009!147),(1181!129),(922!287),(1058!288),(1121!314),(529!434),,(434!899),(285!857),(751!856),
712,(342!63),(1009!147),(1181!130),(922!288),(1059!290),(1121!314),(529!435),,(434!899),(284!857),(751!856),
713,(341!63),(1009!147),(1181!129),(923!288),(1059!290),(1122!315),(529!434),,(434!899),(284!857),(751!856),
714,(340!63),(1009!147),(1181!129),(922!288),(1058!290),(1121!315),(529!435),,(433!899),(285!857),(751!856),
715,,(1009!146),(1179!131),(924!287),(1059!291),(1121!315),(530!435),,(434!899),(285!857),(751!856),
716,,(1009!146),(1179!131),(924!287),(1059!291),(1122!314),(530!434),,(434!899),(285!857),(751!856),
717,(337!63),(1009!147),(1179!131),(923!287),(1059!291),(1122!314),(530!434),,(434!899),(285!857),(751!856),
718,(336!63),(1009!147),(1179!131),(924!287),(1059!291),(1121!315),(530!434),,(433!899),(285!857),(751!856),
719,(335!63),(1009!146),(1179!131),(924!287),(1059!291),(1121!315),(530!434),,(433!899),(284!857),(751!856),
720,,(1009!147),(1179!132),(923!287),(1058!292),(1121!315),(530!434),,(433!900),(284!857),(751!857),
721,(334!63),(1009!146),(1179!132),(924!287),(1058!292),(1121!315),(530!434),,(433!899),(284!857),(751!856),
722,(332!63),(1009!147),(1178!133),(924!285),(1058!292),(1121!315),(530!434),,(432!900),(284!857),(750!856),
723,(331!63),(1009!147),(1177!133),(923!286),(1057!292),(1121!315),(530!434),,(432!900),(284!857),(750!857),
724,(330!63),(1009!147),(1178!133),(923!286),(1058!292),(1121!315),(530!434),,(432!900),(284!858),(750!857),
725,(329!63),(1009!147),(1177!133),(923!285),(1058!292),(1121!314),(530!434),,(431!900),(284!856),(750!856),
726,(329!63),(1009!147),(1177!133),(923!286),(1058!292),(1121!315),(530!434),,(432!900),(284!857),(750!857),
727,(326!63),(1009!147),(1177!133),(923!286),(1058!293),(1121!315),(530!433),,(432!900),(284!858),(750!857),
728,(326!64),(1009!147),(1177!134),(923!285),(1058!293),(1121!315),(530!433),,(432!899),(284!858),(750!857),
729,(324!63),(1009!147),(1177!133),(923!288),(1058!293),(1121!315),(530!433),,(433!899),(284!858),(751!856),
730,(324!63),(1009!147),(1177!133),(923!286),(1058!293),(1121!315),(530!433),,(433!899),(284!858),(751!856),
731,,(1009!146),(1177!134),(923!287),(1058!292),(1121!314),(530!433),,(433!899),(284!858),(750!857),
732,(323!64),(1010!147),(1177!134),(923!287),(1056!294),(1121!315),(530!433),,(432!899),(284!858),(750!857),
733,,(1010!147),(1177!134),(924!288),(1057!294),(1122!315),(531!433),,(433!900),(285!859),(751!857),
734,(320!64),(1009!147),(1177!135),(923!287),(1057!294),(1121!315),(531!433),,(432!899),(285!859),(751!857),
735,(319!63),(1010!147),(1176!135),(923!287),(1057!293),(1121!315),(531!433),,(432!899),(285!858),(751!856),
736,(318!64),(1010!147),(1176!136),(922!288),(1057!294),(1121!315),(531!434),,(431!900),(285!858),(751!857),
737,,(1009!147),(1175!135),(921!288),(1057!293),(1121!315),(531!433),,(430!900),(285!858),(751!857),
738,(317!64),(1009!147),(1174!137),(921!288),(1056!294),(1121!315),(530!434),,(430!900),(285!858),(751!857),
739,,(1009!147),(1173!137),(921!288),(1057!294),(1121!315),(531!434),,(430!899),(285!858),(751!857),
740,,(1009!147),(1172!136),(920!288),(1056!294),(1121!315),(530!434),,(430!900),(285!858),(751!857),
741,(313!63),(1009!147),(1172!135),(923!286),(1056!294),(1121!315),(531!434),,(429!899),(285!858),(750!856),
742,,(1009!147),(1171!136),(921!289),(1056!294),(1121!315),(531!434),,(429!899),(284!858),(750!856),
743,(312!63),(1009!147),(1170!136),(921!289),(1056!294),(1121!315),(531!434),,(429!899),(285!857),(750!857),
744,,(1009!147),(1170!137),(923!286),(1056!294),(1121!315),(531!434),,(429!899),(285!858),(751!856),
745,,(1009!147),(1168!137),(922!286),(1056!294),(1121!314),(530!434),,(428!899),(285!858),(750!857),
746,,(1009!147),(1168!137),(923!287),(1056!294),(1121!315),(531!434),,(429!899),(285!858),(751!857),
747,(309!62),(1009!147),(1167!137),(923!286),(1055!293),(1121!315),(531!433),,(428!899),(284!858),(750!856),
748,,(1009!147),(1166!138),(919!289),(1056!294),(1121!315),(531!434),,(429!899),(285!858),(750!857),
749,(309!63),(1009!147),(1165!138),(919!289),(1056!294),(1121!315),(532!434),,(428!900),(284!859),(751!857),
750,(306!61),(1009!148),(1166!139),(919!289),(1056!294),(1121!315),(532!433),,(429!899),(285!858),(751!857),
751,,(1009!147),(1165!138),(918!289),(1055!295),(1121!315),(531!433),,(428!899),(285!859),(751!857),
752,,(1009!147),(1165!138),(918!289),(1055!295),(1122!315),(532!433),,(428!900),(285!858),(751!856),
753,(307!60),(1009!147),(1164!138),(918!289),(1055!295),(1122!315),(532!433),,(428!900),(285!858),(751!857),
754,(308!61),(1009!147),(1164!139),(918!289),(1054!295),(1122!315),(532!433),,(428!900),(285!859),(751!857),
755,,(1009!147),(1162!139),(917!289),(1054!295),(1121!315),(531!433),,(428!900),(284!858),(750!857),
756,,(1010!147),(1162!139),(917!289),(1054!295),(1122!315),(532!433),,(428!900),(285!859),(751!857),
757,,(1010!147),(1161!139),(917!289),(1054!296),(1122!314),(531!433),,(428!900),(284!858),(750!857),
758,(304!60),(1009!147),(1160!139),(916!289),(1054!295),(1122!315),(531!433),,(428!901),(285!859),(751!857),
759,,(1009!147),(1160!138),(916!289),(1054!295),(1121!315),(531!433),,(428!901),(284!859),(750!857),
760,,(1009!147),(1160!139),(916!289),(1054!296),(1122!315),(531!433),,(428!901),(285!859),(750!857),
761,,(1009!147),(1158!139),(915!289),(1054!296),(1121!314),(530!433),,(426!901),(284!859),(750!856),
762,,(1009!147),(1158!140),(915!290),(1054!296),(1122!315),(531!434),,(427!901),(285!859),(750!857),
763,,(1009!147),(1158!140),(914!289),(1054!296),(1121!315),(531!434),,(426!901),(284!859),(750!857),
764,,(1009!147),(1158!140),(915!289),(1054!296),(1121!315),(531!434),,(427!901),(285!859),(750!857),
765,,(1009!147),(1158!140),(915!290),(1054!296),(1121!315),(531!434),,(426!901),(285!859),(750!857),
766,,(1009!147),(1158!140),(915!290),(1054!296),(1121!315),(531!434),,(426!901),(285!859),(750!856),
767,(299!59),(1009!147),(1157!141),(914!291),(1053!296),(1121!315),(531!434),,(426!901),(284!859),(750!857),
768,(43!602),(1009!147),(1157!141),(914!291),(1053!296),(1121!315),(531!435),,(426!901),(285!859),(750!857),
769,(296!60),(1009!147),(1156!141),(914!292),(1053!297),(1121!315),(530!436),,(425!901),(284!858),(750!857),
770,,(1009!147),(1156!141),(915!292),(1053!297),(1121!315),(531!437),,(426!901),(285!859),(750!857),
771,,(1009!148),(1156!141),(914!292),(1052!298),(1121!315),(531!436),,(426!901),(285!859),(751!857),
772,(291!65),(1009!148),(1155!141),(914!292),(1052!298),(1121!315),(531!436),,(425!901),(285!859),(750!857),
773,(290!64),(1009!148),(1155!141),(914!293),(1052!298),(1122!315),(531!436),,(425!901),(285!859),(750!857),
774,(289!63),(1009!148),(1155!142),(914!293),(1052!298),(1121!315),(531!436),,(425!901),(285!859),(750!857),
775,(288!64),(1009!147),(1154!141),(914!293),(1052!298),(1121!315),(531!435),,(425!900),(285!859),(750!857),
776,(287!60),(1009!148),(1153!142),(914!292),(1052!298),(1121!315),(531!435),,(425!900),(285!859),(750!857),
777,(286!63),(1009!147),(1153!142),(913!292),(1051!298),(1122!315),(531!435),,(425!900),(285!859),(750!857),
778,(285!63),(1009!147),(1152!142),(915!292),(1051!298),(1121!315),(531!435),,(425!901),(285!859),(750!857),
779,(284!63),(1009!147),(1152!143),(913!292),(1051!299),(1121!315),(531!435),,(425!901),(285!859),(750!857),
780,,(1009!147),(1151!142),(913!291),(1051!299),(1121!315),(531!435),,(424!901),(285!859),(750!857),
781,(281!62),(1009!147),(1151!143),(913!292),(1050!300),(1121!315),(532!435),,(424!901),(285!859),(750!857),
782,(282!63),(1009!147),(1150!143),(913!292),(1050!299),(1121!315),(531!435),,(424!901),(285!859),(749!857),
783,(279!63),(1009!147),(1149!143),(914!292),(1050!300),(1121!315),(531!434),,(424!901),(286!859),(750!857),
784,(278!63),(1009!147),(1148!143),(913!292),(1050!300),(1121!315),(532!435),,(424!901),(286!859),(750!856),
785,(277!63),(1009!147),(1147!144),(914!293),(1050!300),(1121!315),(531!434),,(425!901),(286!859),(751!857),
786,(276!64),(1009!147),(1145!145),(913!293),(1050!300),(1121!315),(532!435),,(424!901),(286!859),(749!857),
787,(277!61),(1009!147),(1144!145),(914!293),(1050!300),(1121!315),(532!434),,(424!901),(286!859),(750!857),
788,(274!65),(1009!147),(1144!146),(914!293),(1050!301),(1121!315),(532!434),,(424!901),(286!859),(749!857),
789,(273!66),(1009!148),(1143!147),(914!293),(1050!301),(1121!315),(531!434),,(423!901),(286!859),(750!857),
790,,(1009!147),(1143!147),(914!293),(1050!301),(1122!314),(531!433),,(423!901),(286!859),(750!857),
791,(270!65),(1009!148),(1142!148),(914!294),(1050!302),(1122!315),(531!433),,(423!901),(286!859),(750!857),
792,(269!64),(1009!147),(1142!148),(914!293),(1050!301),(1121!315),(531!432),,(422!900),(286!859),(750!856),
793,(269!64),(1009!147),(1141!149),(914!293),(1049!302),(1121!315),(531!433),,(422!901),(286!859),(750!857),
794,(268!63),(1009!147),(1141!150),(915!293),(1049!302),(1122!315),(531!434),,(422!901),(287!859),(751!855),
795,(267!64),(1009!148),(1141!150),(915!294),(1048!302),(1122!315),(530!434),,(420!901),(287!859),(751!857),
796,(267!65),(1009!147),(1141!150),(915!294),(1049!302),(1122!315),(530!434),,(419!902),(286!859),(749!857),
797,(266!65),(1009!148),(1139!151),(914!295),(1048!303),(1122!315),(531!434),,(420!902),(287!859),(751!857),
798,(264!65),(1009!148),(1138!151),(914!295),(1048!303),(1121!315),(530!436),,(419!902),(287!859),(750!856),
799,(263!64),(1009!148),(1137!152),(914!294),(1048!303),(1122!315),(530!436),,(419!902),(287!859),(751!857),
800,(263!65),(1009!148),(1136!152),(915!295),(1048!303),(1122!315),(530!435),,(419!902),(287!859),(751!857),
801,(263!63),(1009!147),(1135!152),(915!294),(1047!303),(1122!315),(530!436),,(418!903),(286!859),(749!857),
802,(260!63),(1009!148),(1134!153),(915!294),(1047!303),(1121!315),(530!436),,(418!903),(286!859),(749!857),
803,(261!66),(1009!148),(1133!154),(916!294),(1047!303),(1122!315),(531!436),,(418!903),(287!859),(751!857),
804,(259!65),(1009!148),(1132!154),(916!294),(1047!303),(1122!315),(531!436),,(417!903),(287!859),(749!857),
805,(259!66),(1009!148),(1132!154),(915!295),(1047!303),(1122!315),(531!436),,(417!903),(287!859),(751!857),
806,(257!66),(1009!148),(1132!154),(915!295),(1047!303),(1122!315),(531!436),,(417!903),(287!859),(751!857),
807,(257!65),(1009!148),(1131!154),(916!295),(1047!303),(1122!315),(531!436),,(417!903),(287!859),(751!857),
808,(256!65),(1009!148),(1131!154),(915!295),(1046!303),(1122!315),(531!436),,(417!903),(287!859),(751!857),
809,(256!65),(1010!147),(1131!154),(915!296),(1047!303),(1122!315),(531!436),,(416!903),(287!859),(751!857),
810,(258!63),(1010!147),(1130!154),(915!296),(1046!303),(1122!315),(531!436),,(416!903),(286!859),(751!857),
811,(256!63),(1009!147),(1129!154),(915!296),(1046!303),(1122!315),(531!436),,(416!903),(287!859),(751!857),
812,(256!63),(1009!147),(1129!154),(914!296),(1047!303),(1122!315),(531!436),,(415!903),(287!859),(751!856),
813,,(1010!148),(1128!155),(914!296),(1046!303),(1122!315),(531!436),,(415!903),(287!859),(751!857),
814,(253!66),(1010!148),(1127!155),(914!296),(1047!303),(1122!315),(531!436),,(415!903),(287!859),(751!857),
815,(252!65),(1010!148),(1126!155),(914!296),(1046!303),(1122!314),(532!436),,(415!903),(287!859),(751!857),
816,(251!65),(1010!147),(1125!154),(914!296),(1046!303),(1122!314),(532!436),,(415!902),(287!859),(751!856),
817,(251!65),(1010!147),(1124!154),(914!296),(1046!303),(1122!314),(532!436),,(414!903),(287!859),(751!857),
818,(250!65),(1010!148),(1124!155),(914!297),(1046!303),(1122!314),(532!436),,(414!903),(287!859),(751!857),
819,(249!64),(1009!147),(1123!156),(913!297),(1045!302),(1122!314),(532!436),,(414!903),(287!859),(751!856),
820,(249!64),(1009!147),(1123!157),(913!297),(1045!302),(1122!314),(531!436),,(414!903),(287!859),(751!857),
821,(248!63),(1010!147),(1123!157),(913!297),(1045!302),(1122!315),(532!436),,(414!903),(287!859),(751!857),
822,(247!64),(1009!148),(1123!158),(913!297),(1045!302),(1122!315),(532!435),,(414!903),(287!859),(751!857),
823,(245!62),(1009!147),(1122!157),(913!297),(1044!302),(1122!314),(532!435),,(414!903),(287!859),(751!857),
824,(245!63),(1009!148),(1122!157),(913!298),(1044!302),(1122!315),(532!435),,(414!903),(287!859),(751!857),
825,(243!65),(1009!148),(1121!157),(913!298),(1044!302),(1122!315),(532!434),,(414!903),(287!859),(751!857),
826,,(1009!148),(1122!157),(913!298),(1044!302),(1122!315),(532!435),,(413!903),(287!859),(751!857),
827,(236!60),(1009!148),(1121!157),(913!298),(1043!302),(1122!315),(532!435),,(413!903),(287!859),(751!857),
828,(241!65),(1009!148),(1121!157),(913!298),(1043!302),(1122!315),(532!434),,(413!903),(287!859),(751!857),
829,(240!65),(1009!147),(1121!157),(913!298),(1043!302),(1122!315),(532!434),,(412!903),(287!859),(751!857),
830,(239!65),(1010!148),(1121!158),(912!298),(1042!300),(1122!315),(532!434),,(412!902),(286!859),(751!857),
831,(238!65),(1009!148),(1121!158),(912!299),(1043!302),(1122!315),(532!434),,(412!903),(287!859),(751!857),
832,(237!65),(1009!147),(1120!158),(912!299),(1042!302),(1122!315),(532!434),,(412!903),(287!859),(751!857),
833,(236!65),(1009!148),(1120!159),(911!299),(1042!301),(1122!314),(532!433),,(412!902),(286!859),(750!856),
834,(235!65),(1009!147),(1119!160),(911!299),(1042!301),(1122!315),(533!433),,(412!902),(287!859),(750!857),
835,(235!63),(1009!147),(1119!159),(911!299),(1042!300),(1122!314),(533!433),,(412!902),(287!859),(750!856),
836,(234!64),(1009!147),(1118!160),(911!299),(1042!300),(1122!315),(533!431),,(412!902),(287!858),(749!856),
837,(234!64),(1009!147),(1119!161),(911!299),(1042!300),(1122!314),(533!431),,(411!902),(286!859),(750!856),
838,(233!64),(1009!147),(1118!161),(911!299),(1042!300),(1122!315),(533!431),,(411!902),(287!858),(749!856),
839,(233!64),(1009!147),(1118!162),(911!299),(1042!300),(1122!315),(533!431),,(411!902),(287!858),(750!856),
840,,(1009!147),(1118!162),(911!300),(1041!300),(1121!314),(533!431),,(410!901),(287!858),(750!857),
841,(232!63),(1009!147),(1117!162),(911!300),(1041!300),(1121!314),(533!430),,(409!901),(287!858),(751!857),
842,(229!64),(1009!147),(1116!162),(910!299),(1042!300),(1122!315),(533!431),,(409!901),(286!859),(750!857),
843,(228!64),(1009!147),(1116!163),(910!300),(1042!300),(1122!315),(533!430),,(409!901),(287!859),(750!857),
844,(228!64),(1009!148),(1115!163),(910!300),(1042!301),(1122!315),(533!430),,(409!901),(287!858),(751!856),
845,(228!63),(1009!147),(1115!163),(910!299),(1042!300),(1121!314),(533!430),,(408!901),(287!858),(751!856),
846,,(1009!147),(1115!163),(911!300),(1042!300),(1122!315),(533!430),,(409!901),(286!859),(750!856),
847,,(1009!147),(1115!163),(911!300),(1042!300),(1122!315),(533!430),,(408!901),(286!858),(750!856),
848,(228!64),(1009!147),(1115!165),(911!300),(1042!301),(1122!315),(533!431),,(409!901),(286!858),(750!856),
849,(228!64),(1009!147),(1114!165),(911!300),(1042!301),(1122!315),(533!431),,(409!901),(286!858),(750!856),
850,(228!64),(1009!147),(1113!165),(910!300),(1042!301),(1121!314),(533!430),,(409!901),(286!858),(750!856),
851,(228!64),(1009!147),(1113!165),(910!300),(1042!301),(1122!314),(533!429),,(409!901),(287!859),(750!856),
852,(228!64),(1009!148),(1113!165),(910!301),(1042!302),(1122!314),(533!430),,(409!901),(287!859),(750!856),
853,(229!64),(1009!148),(1113!166),(910!302),(1042!302),(1121!314),(532!431),,(409!901),(286!859),(750!856),
854,(228!64),(1009!147),(1113!166),(910!302),(1041!302),(1121!314),(531!430),,(409!901),(287!858),(750!856),
855,(229!65),(1009!147),(1113!167),(909!302),(1041!303),(1121!314),(531!431),,(409!901),(286!858),(750!856),
856,(228!65),(1009!147),(1112!167),(909!302),(1040!303),(1121!314),(531!430),,(409!901),(286!858),(750!856),
857,(229!64),(1009!148),(1112!168),(909!303),(1040!303),(1121!315),(531!431),,(409!901),(286!858),(750!856),
858,(228!64),(1009!147),(1112!169),(909!303),(1040!304),(1121!314),(531!432),,(409!901),(286!858),(750!856),
859,(228!64),(1009!147),(1112!169),(908!304),(1040!304),(1121!315),(531!432),,(409!900),(286!858),(751!856),
860,(228!64),(1009!147),(1111!170),(908!304),(1040!304),(1121!314),(531!432),,(409!900),(286!858),(750!856),
861,(226!65),(1009!147),(1110!171),(908!304),(1039!304),(1121!315),(530!432),,(409!900),(286!858),(750!856),
862,,(1009!147),(1111!171),(908!305),(1039!304),(1122!315),(531!432),,(410!901),(286!857),(751!857),
863,(225!65),(1009!148),(1110!171),(908!305),(1039!304),(1121!315),(531!432),,(410!901),(286!858),(750!857),
864,(224!65),(1009!147),(1109!172),(908!306),(1039!305),(1122!315),(532!431),,(410!901),(286!858),(751!856),
865,(223!65),(1009!147),(1108!172),(907!306),(1039!304),(1122!314),(532!431),,(409!901),(287!858),(750!856),
866,,(1009!147),(1108!173),(906!306),(1039!305),(1122!315),(531!431),,(410!901),(287!859),(751!857),
867,,(1009!148),(1108!173),(906!306),(1039!305),(1121!315),(531!431),,(409!900),(287!859),(750!856),
868,,(1009!147),(1107!173),(905!306),(1039!304),(1121!314),(531!432),,(410!900),(287!859),(751!857),
869,(220!64),(1009!148),(1107!174),(904!306),(1039!305),(1121!315),(531!432),,(410!900),(286!858),(751!856),
870,(219!65),(1009!148),(1108!174),(904!307),(1040!305),(1122!315),(531!432),,(410!900),(287!859),(751!857),
871,,(1009!148),(1108!174),(904!307),(1039!305),(1122!315),(531!432),,(410!900),(286!859),(751!857),
872,(218!65),(1009!148),(1109!174),(904!307),(1039!305),(1122!315),(532!432),,(410!900),(286!859),(750!857),
873,,(1009!147),(1108!173),(903!307),(1038!305),(1121!315),(532!432),,,(286!858),(750!856),
874,(216!66),(1009!148),(1108!174),(903!308),(1039!305),(1121!315),(532!432),,(410!900),(286!859),(751!857),
875,(214!65),(1009!148),(1108!173),(903!307),(1039!305),(1121!315),(532!432),,(410!900),(287!859),(750!857),
876,(214!66),(1009!148),(1108!174),(903!308),(1039!305),(1122!315),(532!432),,(410!900),(287!859),(750!856),
877,(213!66),(1009!148),(1108!174),(903!308),(1039!305),(1121!315),(532!431),,(410!898),(287!859),(751!857),
878,(211!66),(1009!148),(1108!174),(904!308),(1039!305),(1121!315),(532!431),,(408!898),(287!859),(751!857),
879,(210!65),(1009!148),(1107!173),(903!308),(1039!305),(1121!315),(531!431),,(408!898),(287!859),(750!857),
880,(210!65),(1009!148),(1107!174),(904!308),(1039!305),(1121!315),(532!431),,(407!898),(287!859),(751!857),
881,(210!65),(1009!148),(1107!174),(903!309),(1039!305),(1121!315),(532!431),,(407!898),(287!859),(751!857),
882,(209!65),(1009!148),(1108!174),(903!309),(1039!306),(1121!315),(532!431),,(406!897),(287!859),(750!857),
883,(208!65),(1009!148),(1108!175),(904!309),(1039!305),(1122!315),(532!431),,(405!897),(287!859),(751!857),
884,(208!65),(1009!148),(1109!175),(904!309),(1039!306),(1122!315),(532!431),,(405!898),(287!859),(751!856),
885,(207!65),(1009!148),(1109!175),(903!309),(1039!305),(1122!315),(532!430),,(404!898),(287!859),(750!857),
886,(207!65),(1009!148),(1109!175),(903!310),(1039!306),(1122!315),(532!431),,(404!898),(287!859),(751!857),
887,(206!64),(1009!148),(1109!175),(903!311),(1038!307),(1122!315),(532!431),,(404!898),(287!859),(751!856),
888,(205!64),(1009!148),(1109!175),(903!311),(1038!307),(1122!315),(532!431),,(405!897),(287!859),(751!856),
889,(205!64),(1009!148),(1110!176),(903!312),(1038!307),(1122!315),(532!431),,(404!897),(287!859),(751!856),
890,,(1009!148),(1110!176),(903!314),(1038!307),(1122!315),(532!430),,(404!898),(287!859),(751!856),
891,,(1009!148),(1110!176),(903!314),(1039!306),(1122!315),(532!431),,(404!897),(287!858),(751!856),
892,(203!64),(1009!148),(1110!176),(903!315),(1039!306),(1121!315),(532!431),,(404!897),(287!858),(750!856),
893,(201!65),(1009!147),(1110!175),(902!315),(1038!306),(1121!315),(532!430),,(402!897),(287!859),(750!856),
894,(201!65),(1009!148),(1110!176),(903!316),(1039!306),(1121!315),(532!431),,(402!898),(287!859),(751!856),
895,(199!65),(1009!148),(1110!176),(902!316),(1039!306),(1121!315),(532!430),,(402!898),(287!858),(751!857),
896,(198!64),(1009!148),(1110!176),(903!316),(1039!307),(1122!315),(532!430),,(401!898),(287!859),(751!857),
897,(197!65),(1009!148),(1110!176),(902!316),(1039!308),(1122!315),(533!430),,(400!899),(287!859),(751!857),
898,(196!65),(1009!148),(1109!176),(902!316),(1039!307),(1122!315),(533!429),,(400!898),(287!859),(751!857),
899,(196!65),(1009!148),(1109!176),(902!316),(1040!308),(1122!315),(533!429),,(400!899),(287!859),(751!857),
900,(196!65),(1009!148),(1109!176),(902!317),(1040!309),(1122!315),(533!429),,(399!899),(287!859),(751!857),
901,(194!65),(1009!148),(1109!176),(904!314),(1040!309),(1121!315),(533!429),,(399!899),(287!859),(751!857),
902,(194!65),(1009!148),(1109!176),(901!317),(1039!309),(1121!315),(533!430),,(398!900),(287!859),(750!857),
903,(194!65),(1009!148),(1109!176),(901!317),(1039!308),(1121!315),(533!430),,(398!899),(286!859),(750!857),
904,(193!65),(1009!148),(1109!176),(901!318),(1039!309),(1121!315),(533!430),,(398!900),(287!859),(750!856),
905,(193!65),(1009!148),(1109!176),(901!318),(1039!309),(1121!315),(533!430),,(398!900),(287!859),(751!856),
906,(192!65),(1009!148),(1108!177),(901!317),(1039!309),(1121!315),(533!430),,(397!900),(287!859),(750!857),
907,(191!65),(1009!148),(1109!177),(901!319),(1039!309),(1121!315),(533!430),,(397!900),(287!859),(750!857),
908,(191!65),(1009!148),(1109!177),(901!320),(1039!310),(1121!315),(533!430),,(397!899),(287!859),(751!857),
909,(190!65),(1009!148),(1108!178),(901!320),(1039!310),(1121!315),(533!429),,(397!899),(287!859),(750!857),
910,(189!65),(1009!148),(1108!178),(900!319),(1039!309),(1121!315),(533!429),,(396!900),(286!858),(750!856),
911,(188!64),(1009!148),(1108!178),(900!321),(1039!309),(1121!315),(534!429),,(396!899),(287!859),(751!857),
912,(188!65),(1009!148),(1107!178),(900!321),(1039!309),(1121!315),(533!429),,(396!900),(287!859),(750!856),
913,(187!66),(1009!148),(1106!178),(900!321),(1038!309),(1121!315),(534!429),,(395!899),(287!859),(750!856),
914,(186!65),(1009!148),(1106!179),(900!321),(1038!309),(1121!315),(533!429),,(395!899),(286!859),(750!857),
915,(185!65),(1009!148),(1106!180),(900!322),(1038!310),(1121!316),(533!430),,(395!900),(287!859),(751!857),
916,(184!64),(1008!148),(1105!180),(900!322),(1038!309),(1121!315),(533!430),,(394!899),(286!859),(750!856),
917,(185!65),(1009!148),(1106!182),(900!322),(1038!309),(1121!315),(533!430),,(395!898),(286!859),(751!856),
918,(183!66),(1009!148),(1104!183),(900!322),(1038!309),(1121!315),(533!430),,(395!899),(287!859),(750!856),
919,(182!66),(1009!148),(1104!186),(899!323),(1038!309),(1121!315),(533!430),,(395!899),(286!859),(750!856),
920,,(1009!148),(1103!187),(899!322),(1038!309),(1121!315),(533!430),,(395!899),(287!859),(750!857),
921,(181!65),(1009!148),(1103!187),(899!322),(1038!309),(1121!315),(533!430),,(394!899),(286!859),(750!857),
922,(179!66),(1009!148),(1103!187),(899!323),(1038!309),(1121!315),(533!430),,(394!899),(286!859),(750!856),
923,(178!65),(1009!148),(1103!187),(900!322),(1039!310),(1122!315),(533!430),,(394!899),(287!859),(750!856),
924,(177!65),(1008!148),(1103!187),(899!322),(1038!311),(1121!315),(533!430),,(394!899),(287!858),(751!856),
925,(177!65),(1009!148),(1103!188),(899!323),(1038!311),(1121!315),(533!430),,(393!900),(287!859),(750!856),
926,(176!65),(1009!148),(1103!188),(899!322),(1038!311),(1121!315),(533!429),,(393!900),(287!858),(750!856),
927,(176!66),(1009!148),(1103!189),(899!324),(1038!312),(1121!315),(534!429),,(393!900),(287!859),(751!857),
928,(176!66),(1009!148),(1103!189),(899!323),(1038!312),(1121!315),(533!429),,(391!901),(287!859),(751!857),
929,(175!66),(1009!148),(1102!190),(899!323),(1037!312),(1121!316),(533!430),,(390!903),(287!859),(751!856),
930,,(1009!148),(1102!189),(899!323),(1037!312),(1121!315),(533!430),,(389!903),(286!859),(750!857),
931,(174!65),(1009!148),(1102!191),(899!323),(1037!312),(1122!315),(534!430),,(389!905),(287!859),(751!856),
932,(174!66),(1009!148),(1101!192),(899!323),(1037!312),(1121!315),(533!430),,(388!904),(286!859),(750!856),
933,(173!66),(1009!148),(1101!192),(899!323),(1037!313),(1121!315),(533!430),,(388!905),(287!859),(751!857),
934,(173!66),(1009!148),(1102!192),(899!323),(1038!313),(1122!315),(534!429),,(388!904),(287!859),(751!856),
935,(172!66),(1009!148),(1101!192),(899!323),(1037!313),(1121!315),(533!430),,(388!904),(287!859),(751!856),
936,(172!66),(1009!148),(1101!192),(899!323),(1037!313),(1121!315),(533!430),,(387!905),(286!859),(750!856),
937,(171!65),(1009!148),(1101!193),(899!324),(1036!314),(1121!315),(533!430),,(387!906),(287!859),(750!856),
938,(170!66),(1008!148),(1102!193),(899!324),(1036!314),(1121!315),(533!431),,(386!906),(286!859),(751!856),
939,(170!66),(1009!148),(1102!194),(899!324),(1036!315),(1121!315),(533!430),,(386!906),(286!859),(750!856),
940,(169!65),(1009!148),(1102!194),(899!325),(1035!315),(1121!316),(533!430),,(385!907),(286!859),(750!856),
941,(169!66),(1009!148),(1102!194),(898!325),(1035!315),(1121!315),(533!429),,(385!907),(287!859),(750!857),
