frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_49,ID_51
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"(1025,123)",,,"(1165,459)",,,"(786,608)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"(1031,123)",,"(713,318)","(1164,462)",,,"(789,603)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,"(705,313)","(1167,444)",,,"(795,601)","(923,734)","(1085,649)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,"(702,313)","(1168,440)",,,"(798,598)","(923,734)","(1092,642)",,,,"(1051,665)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,"(696,311)","(1166,435)",,,"(801,594)","(924,734)","(1098,637)",,,,"(1052,663)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,"(680,314)","(1167,431)",,,"(806,591)","(924,734)","(1103,630)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,"(676,325)","(1166,428)",,,"(809,588)","(927,731)","(1108,625)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,"(676,325)","(1164,424)",,,"(813,586)","(930,729)","(1112,617)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,"(676,324)","(1163,420)",,,"(819,583)","(931,729)","(1118,610)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,"(678,326)","(1161,414)",,,"(822,579)","(932,726)","(1121,605)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,"(678,325)","(1158,411)",,,"(830,573)","(934,724)","(1125,597)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"(1063,131)",,"(674,324)","(1152,407)",,,"(835,570)","(935,722)","(1128,591)",,,,"(1039,601)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"(1066,133)",,"(674,324)","(1151,408)",,,"(840,566)","(938,721)","(1133,582)",,,,"(1040,600)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"(1070,136)",,"(674,324)","(1147,403)",,,"(845,562)","(940,718)","(1137,575)",,,,"(1042,598)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"(1075,138)",,"(626,259)","(1146,403)",,,"(848,559)","(946,716)","(1140,567)",,,,"(1044,594)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"(1078,140)",,"(627,259)","(1145,403)",,,"(853,553)","(950,714)","(1143,561)",,,,"(1043,593)","(1034,608)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"(1083,141)",,"(627,257)","(1142,398)",,,"(856,549)","(952,713)","(1146,555)",,,,"(1045,591)","(1034,610)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"(1087,141)",,"(628,258)","(1137,396)",,,"(858,543)","(954,712)","(1146,549)",,,,"(1047,586)","(1034,609)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"(1092,143)",,"(630,258)","(1134,394)",,,"(858,540)","(956,712)","(1152,540)",,,,"(1049,581)","(1034,609)","(661,335)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"(1096,143)",,"(630,258)","(1131,390)",,,"(858,536)","(957,711)","(1153,532)",,,,"(1050,577)","(1033,609)","(657,339)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,"(632,256)","(1128,389)",,,"(859,531)","(955,712)","(1156,525)",,,,"(1050,571)","(1034,610)","(654,346)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,"(636,255)","(1124,388)",,,"(858,530)","(957,711)","(1161,517)",,,,"(1050,567)","(1033,609)","(651,351)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,"(639,255)","(1123,388)",,,"(859,525)","(956,712)","(1164,512)",,,,"(1049,562)","(1034,609)","(648,356)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"(742,166)","(641,253)","(1118,386)",,,"(860,520)","(963,709)","(1170,506)",,,,"(1048,558)","(1034,611)","(646,361)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"(740,168)","(643,253)","(1113,385)",,,"(860,516)","(966,709)","(1174,501)",,,,"(1046,555)",,"(644,368)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"(1109,149)","(739,172)","(646,252)","(1108,381)",,,"(862,511)","(971,709)","(1175,500)",,,,"(1046,550)",,"(640,374)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"(738,178)","(650,251)","(1104,380)",,,"(865,504)","(976,710)","(1176,501)",,,,"(1046,545)",,"(639,380)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(1110,148)","(736,184)","(654,249)","(1100,379)",,,"(867,499)","(981,710)","(1179,500)",,,,"(1045,541)",,"(635,386)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"(1109,148)","(734,190)","(656,249)","(1094,375)",,,"(868,495)","(982,710)","(1182,500)",,,,"(1045,537)",,"(632,391)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"(729,199)","(658,250)","(1089,373)",,,"(871,487)","(983,711)","(1187,497)",,,,"(1045,532)",,"(627,400)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"(1109,148)","(726,206)","(659,250)","(1088,371)",,,"(872,484)","(986,711)","(1192,493)",,,,"(1045,527)",,"(624,404)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,"(722,215)","(660,250)","(1085,368)",,,"(877,476)","(992,711)","(1199,490)",,,,"(1045,523)",,"(620,410)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,"(718,222)","(660,250)","(1079,366)",,,"(880,472)","(998,713)","(1205,486)",,,,"(1045,519)",,"(615,412)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,"(715,229)","(662,249)","(1077,364)",,,"(884,467)","(1003,715)","(1211,482)",,,,"(1043,514)",,"(612,412)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"(1110,147)","(710,236)","(662,250)","(1076,360)",,,"(885,466)","(1007,718)","(1218,478)",,,,"(1043,509)",,"(611,411)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"(1113,150)","(707,243)","(663,250)","(1072,359)",,,"(889,462)","(1012,719)","(1223,475)",,,,"(1043,507)",,"(603,415)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"(1114,152)","(703,247)","(662,249)","(1070,355)",,,"(892,458)","(1016,723)","(1230,468)",,,,"(1042,506)",,"(600,411)","(639,268)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"(1112,152)","(702,249)","(662,249)","(1070,353)",,,"(898,450)","(1020,727)","(1237,463)",,,,"(1043,505)",,"(593,412)","(641,268)","(641,289)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"(1117,156)","(700,254)","(663,250)","(1069,351)",,,"(900,447)","(1023,729)","(1242,458)",,,,"(1043,505)",,"(591,411)","(643,265)","(640,289)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"(1120,158)","(700,257)","(664,250)","(1068,348)",,,"(903,442)","(1027,730)","(1247,455)",,,,"(1044,505)",,"(592,411)","(644,263)","(640,284)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"(1120,163)","(693,266)","(668,248)","(1069,346)",,,"(906,438)","(1031,730)","(1253,448)",,,,"(1044,503)",,"(591,411)","(644,262)","(640,287)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"(1123,166)","(692,269)","(667,245)","(1070,343)",,,"(910,434)","(1037,731)","(1259,444)",,,,"(1044,505)",,"(592,411)","(643,262)","(639,284)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"(1127,168)","(688,274)","(670,241)","(1068,339)",,,"(916,428)","(1038,730)","(1264,437)",,,,"(1044,505)",,"(587,408)","(642,262)","(640,285)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"(1131,174)","(686,279)","(672,237)","(1068,337)",,,"(920,426)","(1041,730)","(1270,431)",,,,"(1043,505)",,"(585,409)","(642,260)","(640,288)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"(1133,177)","(684,285)","(673,234)","(1066,333)",,,"(926,423)","(1043,729)","(1274,425)",,,,"(1044,505)",,"(579,410)","(641,258)","(640,287)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"(1137,181)","(680,287)","(676,228)","(1064,327)",,,"(930,421)","(1048,731)","(1280,417)",,,,"(1044,503)",,"(574,409)","(640,255)","(641,288)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"(1137,182)","(677,294)","(679,225)","(1063,323)",,,"(934,418)","(1050,732)","(1285,413)",,,,"(1043,506)",,"(570,409)","(640,254)","(640,287)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"(1141,188)","(671,301)","(682,223)","(1062,320)",,,"(938,415)","(1054,736)","(1290,408)",,,,"(1044,504)",,"(566,410)","(638,252)","(641,286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"(1141,192)","(669,302)","(686,218)","(1060,315)",,,"(941,412)","(1058,741)","(1296,402)",,,,"(1044,504)",,"(563,409)","(637,254)","(640,289)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"(1143,199)","(664,308)","(691,216)","(1063,313)",,,"(948,405)","(1061,745)","(1299,396)",,,,"(1044,504)",,"(561,409)","(635,254)","(639,287)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"(1143,203)","(658,314)","(695,213)","(1062,308)",,,"(947,404)","(1065,748)","(1299,390)",,,,"(1044,502)",,"(561,409)","(631,256)","(639,285)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"(1144,204)","(655,318)","(700,209)","(1061,304)",,,"(949,400)","(1067,752)","(1297,384)",,,,,,"(561,409)","(631,255)","(638,281)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"(1149,212)","(648,327)","(706,206)","(1059,300)",,,"(952,394)","(1069,756)","(1294,376)",,,,,,"(561,409)","(638,280)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(1151,213)","(644,330)","(710,202)","(1061,299)",,,"(954,387)","(1073,760)","(1294,370)",,,,,,"(560,407)","(638,283)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"(1154,217)","(639,341)","(715,199)","(1058,294)",,,"(955,382)","(1075,765)","(1293,364)",,,,,,"(556,408)","(638,282)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"(1160,221)","(635,348)","(720,197)","(1058,292)",,,"(957,375)","(1077,770)","(1295,355)",,,,,,"(549,410)","(638,280)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"(1162,222)","(635,350)","(724,194)","(1056,286)",,,"(955,372)","(1080,772)","(1297,347)",,,,,,,"(637,280)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"(1163,222)","(630,353)","(729,192)","(1053,280)",,,"(957,364)","(1085,778)","(1297,341)",,,,,,"(546,409)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"(1166,228)","(625,354)","(734,190)","(1051,277)",,,"(958,361)","(1086,781)","(1298,336)",,,,,,,"(620,266)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"(1167,232)","(622,357)","(739,189)","(1048,270)",,,"(957,353)","(1090,785)","(1298,330)",,,,,,,"(616,272)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"(1171,236)","(618,358)","(744,189)","(1046,265)",,,"(956,347)","(1092,790)",,,,,,,,"(615,276)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"(1173,240)","(612,363)","(750,190)","(1042,259)",,,"(954,347)","(1096,796)",,,,,,,,"(612,279)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"(1177,244)","(606,369)","(755,190)","(1040,254)",,,"(951,340)","(1101,799)",,,,,,,,"(610,283)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"(1181,247)","(604,371)","(759,188)","(1036,248)",,,"(950,336)","(1104,805)","(1297,319)",,,,,,,"(608,286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"(1185,252)","(606,370)","(764,187)","(1033,242)",,,"(947,331)","(1109,809)","(1295,317)",,,,,,"(597,377)","(606,289)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"(1190,253)","(595,380)","(770,183)","(1034,240)",,,"(945,326)","(1111,813)","(1293,312)",,,,,,,"(604,290)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"(1194,255)","(587,387)","(773,178)","(1030,235)",,,"(945,322)","(1116,816)","(1291,310)",,,,,,,"(603,293)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"(1200,256)","(583,396)","(776,175)","(1027,230)",,,"(945,318)","(1121,819)","(1289,308)",,,,,,,"(600,294)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"(1205,254)","(578,399)","(779,172)","(1028,226)",,,"(946,314)","(1125,821)","(1289,306)",,,,,,,"(599,296)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"(1207,253)","(573,409)","(784,168)","(1026,222)",,,"(948,311)","(1129,823)","(1289,306)",,,,,,,"(597,298)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"(1213,253)","(569,415)","(787,163)","(1023,215)",,,"(953,307)","(1131,824)","(1289,305)",,,,,,,"(597,298)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"(1215,252)","(563,421)","(791,159)","(1022,210)",,,"(957,305)","(1131,825)","(1289,305)",,,,,,,"(595,301)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"(1219,251)","(559,423)","(795,156)","(1021,204)",,,"(962,304)","(1131,825)","(1289,305)",,,,,,,"(595,303)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"(1222,251)","(555,425)","(795,157)","(1020,198)",,,"(966,304)","(1133,828)",,,,,,,,"(594,307)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"(1227,248)","(550,432)","(795,156)","(1019,194)","(531,480)",,"(972,302)","(1133,829)","(1286,302)",,,,,,,"(594,313)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"(1230,246)","(546,437)","(795,157)","(1019,187)","(530,485)",,"(974,300)","(1132,829)","(1282,294)",,,,,,,"(593,319)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"(1232,244)","(541,438)","(797,157)","(1018,181)",,,"(980,298)","(1133,830)","(1280,291)",,,,,,,"(592,323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"(1234,240)","(540,438)","(801,156)","(1015,174)",,,"(983,296)","(1137,833)",,,,,,,,"(591,327)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"(1232,240)",,"(803,157)","(1014,170)",,,"(987,294)","(1136,833)",,,,,,,,"(589,332)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"(1231,239)",,"(807,156)","(1014,165)",,,"(994,291)","(1135,834)","(1274,283)",,,,,,,"(587,338)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,"(812,156)","(1012,158)",,,"(1001,286)","(1134,835)",,,,,,,,"(586,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"(1233,236)",,"(817,155)","(1013,152)",,,"(1006,284)","(1134,836)",,,,,,,,"(583,345)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"(1231,238)",,"(821,153)","(1012,148)",,,"(1011,281)","(1134,836)","(1269,280)",,,,,,,"(580,349)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"(1230,238)",,"(826,153)","(1010,141)",,,"(1016,278)","(1134,837)",,,,,,,,"(578,351)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"(1233,236)",,"(828,151)","(1010,135)",,,"(1022,276)","(1134,836)",,,,,,,,"(574,354)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"(1231,238)",,"(833,150)","(1006,131)",,,"(1026,273)","(1134,837)","(1263,270)",,,,,,,"(572,355)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"(1231,238)",,"(836,148)","(1002,122)",,,"(1032,270)","(1135,837)","(1259,266)",,,,,,,"(570,358)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"(1231,238)",,"(838,147)",,,,"(1036,267)","(1134,837)","(1256,265)",,,,,,,"(569,361)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"(1252,259)",,"(840,147)","(999,118)",,,"(1041,265)","(1134,837)",,,,"(1150,359)",,,,"(566,365)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"(1252,259)",,"(844,145)","(998,119)",,,"(1047,261)","(1132,839)","(1233,235)",,,"(1150,360)",,,,"(565,370)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"(1252,257)",,"(849,144)",,,,"(1050,257)","(1131,841)","(1233,236)",,,"(1151,360)",,,,"(563,374)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"(1253,259)",,"(853,143)","(991,117)",,,"(1054,254)","(1129,844)","(1232,236)",,,"(1150,362)",,,,"(559,380)",,,"(1159,341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"(1252,257)",,"(857,142)","(986,115)",,,"(1058,251)","(1126,846)","(1232,236)",,,"(1151,364)",,,,"(556,385)",,,"(1160,339)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"(1252,257)",,"(862,141)","(986,115)",,,"(1063,247)","(1125,848)","(1232,234)",,,"(1151,366)",,,,"(554,389)",,,"(1159,340)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"(1252,258)",,"(865,140)","(984,115)",,,"(1069,243)","(1123,850)","(1232,235)",,,"(1151,368)",,,,"(552,393)",,,"(1159,340)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"(1252,258)",,"(868,138)",,,,"(1073,238)","(1121,853)","(1232,235)",,,"(1152,371)",,,,"(551,396)",,,"(1157,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"(1252,258)",,"(872,136)",,,,"(1077,232)","(1119,859)","(1233,237)",,,"(1153,371)",,,,"(548,399)",,,"(1156,345)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"(1252,257)",,"(875,135)","(975,114)",,,"(1078,227)","(1117,861)",,,,"(1152,369)",,,,"(546,407)",,,"(1159,341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"(1252,258)",,"(878,134)","(970,114)",,,"(1078,222)","(1115,865)",,,,"(1152,368)",,,,"(546,411)",,,"(1158,344)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"(1252,258)",,"(883,133)","(967,114)",,,"(1077,216)","(1112,870)","(1235,236)",,,"(1153,368)",,,,"(545,415)",,,"(1158,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"(1252,257)",,"(887,133)","(964,113)",,,"(1076,211)","(1109,873)","(1235,236)",,,"(1152,368)",,,,"(544,418)",,,"(1157,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"(1252,257)",,"(891,133)","(964,113)",,,"(1074,207)","(1108,876)",,,,"(1152,368)",,,,"(544,420)",,,"(1158,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"(1252,257)",,"(895,133)","(962,113)",,,"(1072,201)","(1106,881)",,,,"(1153,367)",,,,"(544,423)",,,"(1158,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"(1252,257)",,"(900,131)","(962,113)",,,"(1070,197)","(1104,885)","(1231,237)",,,"(1152,369)",,,,"(543,425)",,,"(1157,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"(1253,259)",,"(904,131)","(962,113)",,,"(1070,192)","(1103,889)","(1232,239)",,,"(1152,368)",,,,"(543,426)",,,"(1158,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"(1252,257)",,"(907,128)","(962,113)",,,"(1068,187)","(1101,892)","(1234,239)",,,"(1153,368)",,,,"(543,426)",,,"(1157,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"(1255,257)",,"(910,126)","(963,113)",,,"(1068,181)","(1099,894)","(1235,240)",,,"(1153,368)",,,,"(543,426)",,,"(1157,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"(1256,258)",,"(915,123)",,,,"(1069,175)","(1098,896)","(1235,239)",,,"(1153,368)",,,,"(543,426)",,,"(1157,341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"(1236,240)",,"(918,120)",,,,"(1070,171)","(1098,898)",,,,"(1153,368)",,,,"(543,426)",,,"(1157,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"(1236,240)",,"(920,119)",,,,"(1072,165)",,,,,"(1153,368)",,,,"(543,427)",,,"(1158,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"(1235,240)",,"(920,118)",,,,"(1073,164)",,"(1253,261)",,,"(1153,368)",,,,"(544,430)",,,"(1157,344)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"(1235,240)",,"(920,118)",,,,"(1075,163)",,,,,"(1154,371)",,,,"(545,434)",,,"(1155,346)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"(1235,240)",,"(920,118)",,,,"(1076,162)","(1095,912)",,,,"(1154,371)",,,,"(547,436)",,,"(1157,343)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"(1235,240)",,"(919,118)",,,,"(1080,160)","(1094,911)","(1301,435)",,,"(1154,369)",,,,"(550,441)",,,"(1158,342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"(1237,240)",,"(920,118)",,,,"(1084,158)",,"(1301,438)",,,"(1153,368)",,,,"(552,447)",,,"(1158,343)","(633,764)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"(1238,241)",,"(920,119)",,,,"(1088,155)","(1096,911)","(1300,438)",,,"(1153,369)",,,,"(556,449)",,,"(1158,342)","(635,761)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"(1238,241)",,"(919,119)",,,,"(1091,153)",,"(1299,438)",,,"(1153,368)",,,,"(559,455)",,,"(1158,342)","(638,760)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"(1240,243)",,"(917,123)",,,,"(1096,151)",,"(1300,439)",,,"(1153,369)",,,,"(561,458)",,,"(1156,341)","(638,759)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,"(916,125)",,,"(535,599)","(1100,149)",,"(1300,437)",,,"(1153,368)",,,,"(564,460)",,,"(1157,342)","(642,755)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,"(916,127)",,,,"(1104,149)",,"(1300,436)",,,"(1153,368)",,,,"(565,462)",,,"(1157,343)","(644,754)","(626,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,"(918,129)",,,"(536,603)","(1107,148)",,"(1301,433)",,,"(1153,368)",,,,"(565,462)",,,"(1157,342)","(651,749)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,"(919,130)",,,,,,"(1300,433)",,,"(1153,368)",,,,"(565,462)",,,"(1157,341)","(652,746)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,"(921,132)",,,,,,"(1301,432)",,,"(1153,369)",,,,"(565,462)",,,"(1156,342)","(656,743)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,"(925,136)",,,,,,"(1301,430)",,,"(1153,369)",,,,"(565,462)",,,"(1157,340)","(656,742)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,"(929,139)",,,,,,"(1301,432)",,,"(1153,369)",,,,"(565,462)",,,,"(657,742)","(625,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,"(933,142)",,,"(542,629)",,,"(1301,432)",,,"(1153,369)",,,,"(566,462)",,,,"(657,743)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,"(936,143)",,,"(547,632)",,,"(1301,430)",,,"(1153,369)",,,,"(566,461)",,,,"(659,742)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,"(940,146)",,,"(550,632)",,,"(1301,430)",,,"(1154,370)",,,,"(566,461)",,,,"(662,738)","(625,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,"(944,147)",,,"(555,634)",,,"(1301,432)",,,"(1154,369)",,,,"(568,461)",,,,"(663,737)","(625,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,"(949,150)",,,"(564,638)",,,"(1301,433)",,,"(1155,370)",,,,"(573,462)",,,,"(664,735)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"(1257,262)",,"(954,151)",,,"(571,640)","(1123,158)",,"(1301,432)",,,"(1153,368)",,,,"(576,463)",,,,"(667,733)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,"(958,152)",,,"(575,639)",,,"(1302,431)",,,"(1155,371)",,,,"(578,463)",,,,"(667,732)","(626,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,"(965,155)",,,"(579,638)",,,"(1304,426)",,,,,,,"(579,463)",,,,"(666,733)","(626,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
