frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_34
5368,"(146,1027)",,"(1201,439)","(61,739)",,"(85,100)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5369,"(145,1027)",,"(1200,439)","(60,739)",,"(84,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5370,"(145,1027)",,"(1201,439)",,,"(84,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5371,"(146,1027)",,"(1201,439)","(60,738)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5372,"(145,1027)",,"(1201,439)","(60,738)",,"(83,99)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5373,"(144,1027)","(187,1008)","(1201,439)","(60,738)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5374,"(145,1027)","(187,1008)","(1201,440)","(60,738)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5375,"(139,1027)","(187,1008)","(1201,439)","(60,738)",,"(86,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5376,"(139,1027)","(187,1008)","(1201,440)","(60,737)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5377,"(145,1027)",,"(1201,439)","(60,737)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5378,"(145,1027)",,"(1201,438)","(60,737)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5379,"(139,1027)",,"(1201,438)","(60,737)",,"(86,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5380,"(139,1027)",,"(1201,437)","(60,737)",,"(84,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5381,"(139,1027)",,"(1201,437)","(60,737)",,"(86,101)","(1004,408)",,,,,,,,,,,,"(172,47)","(70,74)",,,,,,,,,,
5382,"(139,1027)",,"(1200,437)","(59,737)",,"(86,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5383,"(145,1027)",,"(1201,436)","(59,737)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5384,"(139,1027)",,"(1201,436)","(59,737)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5385,"(145,1027)",,"(1201,437)","(59,737)",,"(86,101)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5386,"(145,1027)",,"(1202,436)","(60,737)",,"(86,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5387,"(139,1027)",,"(1202,436)","(59,737)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5388,"(145,1027)",,"(1202,436)","(59,737)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5389,"(145,1027)",,"(1201,435)","(59,737)",,"(84,99)","(1003,408)",,"(238,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5390,"(144,1027)",,"(1201,435)","(52,743)",,"(84,99)","(1003,408)",,"(238,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5391,"(145,1027)",,"(1201,436)","(59,737)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5392,"(145,1027)",,"(1201,435)","(59,737)",,"(86,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5393,"(145,1027)",,"(1201,435)","(59,737)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5394,"(144,1027)",,"(1201,435)","(53,743)",,"(85,100)","(1003,408)",,"(238,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5395,"(145,1027)",,"(1201,435)","(53,742)",,"(86,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5396,"(145,1027)",,"(1201,435)","(52,743)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5397,"(145,1027)",,"(1201,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5398,"(144,1027)",,"(1201,435)","(52,743)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5399,"(144,1027)",,"(1201,435)","(53,743)",,"(84,101)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5400,"(144,1027)",,"(1201,435)","(52,743)",,"(85,101)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5401,"(144,1027)",,"(1201,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5402,"(145,1027)",,"(1201,435)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5403,"(144,1028)",,"(1201,435)","(52,743)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5404,"(144,1028)",,"(1202,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5405,"(144,1028)",,"(1202,435)","(52,743)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5406,"(144,1028)",,"(1201,435)","(52,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5407,"(145,1028)",,"(1202,435)","(52,742)",,"(85,101)","(1003,408)",,"(237,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5408,"(144,1028)",,"(1202,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5409,"(145,1027)",,"(1202,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5410,"(145,1027)",,"(1201,435)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,"(186,46)","(70,74)",,,,,,,,,,
5411,"(145,1028)",,"(1202,435)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,"(187,46)","(70,74)",,,,,,,,,,
5412,"(145,1028)",,"(1202,435)","(53,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5413,"(145,1028)",,"(1202,434)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5414,"(145,1027)",,"(1203,432)","(53,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5415,"(145,1027)",,"(1202,429)","(53,742)",,"(85,101)","(1004,408)",,"(238,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5416,"(145,1027)",,"(1197,429)","(53,742)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5417,"(145,1028)",,"(1191,421)","(53,742)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5418,"(145,1028)",,"(1192,415)","(53,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5419,"(139,1028)",,"(1189,426)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5420,"(139,1028)",,"(1219,435)","(52,742)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5421,"(145,1027)",,"(1214,454)","(52,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5422,"(145,1027)",,"(1217,473)","(53,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5423,"(144,1028)",,"(1212,498)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5424,"(144,1028)",,"(1211,506)","(52,743)",,"(85,101)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5425,"(145,1028)",,"(1210,512)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5426,"(145,1027)",,"(1207,514)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5427,"(144,1027)",,"(1202,514)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5428,"(145,1028)",,"(1202,517)","(52,742)",,"(83,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5429,"(139,1028)",,"(1203,518)","(52,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5430,"(145,1027)",,"(1202,519)","(52,742)",,"(82,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5431,"(145,1028)",,"(1201,521)","(52,743)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5432,"(145,1028)","(187,1008)","(1203,521)","(52,742)",,"(85,101)","(1003,408)",,"(243,51)",,,,,,,,,,,"(69,74)",,,,,,,,,,
5433,"(145,1027)",,"(1202,521)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5434,"(139,1028)",,"(1202,521)","(52,743)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5435,"(145,1028)",,"(1202,521)","(52,743)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5436,"(145,1028)",,"(1202,521)","(52,743)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5437,"(144,1028)","(186,1008)","(1201,521)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5438,"(144,1027)",,"(1202,520)","(52,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5439,"(139,1028)",,"(1201,522)","(52,743)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5440,"(139,1028)",,"(1202,522)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5441,"(144,1027)",,"(1201,522)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5442,"(144,1027)",,"(1202,521)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5443,"(144,1028)",,"(1202,522)","(52,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5444,"(144,1028)",,"(1203,521)","(52,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5445,"(144,1027)","(186,1007)","(1204,521)","(53,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5446,"(144,1027)",,"(1205,520)","(52,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5447,"(145,1027)",,"(1205,521)","(53,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5448,"(139,1027)",,"(1204,520)","(52,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5449,"(145,1028)","(188,1002)","(1204,521)","(53,742)",,"(85,100)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5450,"(140,1027)","(188,1002)","(1204,520)","(53,742)",,"(85,101)","(1004,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5451,"(139,1027)","(187,1008)","(1203,522)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5452,"(144,1027)","(186,1008)","(1203,522)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5453,"(144,1028)","(186,1008)","(1204,522)","(53,742)",,"(85,100)","(1004,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5454,"(145,1027)","(187,1008)","(1204,522)","(53,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5455,"(144,1027)","(186,1007)","(1204,522)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5456,"(145,1027)","(186,1007)","(1203,521)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5457,"(145,1027)","(186,1007)","(1204,520)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5458,"(145,1028)","(186,1007)","(1205,520)","(53,742)",,"(85,100)","(1003,408)",,"(238,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5459,"(145,1027)","(186,1007)","(1205,520)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5460,"(145,1027)","(186,1007)","(1205,521)","(53,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5461,"(145,1027)","(186,1007)","(1204,522)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5462,"(145,1027)","(186,1007)","(1203,520)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5463,"(145,1027)","(186,1007)","(1203,523)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5464,"(145,1027)","(186,1007)","(1204,523)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5465,"(145,1027)","(186,1007)","(1204,523)","(53,742)",,"(85,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5466,"(145,1027)","(186,1007)","(1206,522)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5467,"(145,1027)","(186,1008)","(1206,522)","(54,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5468,"(145,1028)","(186,1008)","(1206,522)","(53,742)",,"(84,100)","(1003,408)",,"(238,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5469,"(145,1027)",,"(1206,522)","(54,742)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5470,"(145,1027)","(186,1008)","(1205,522)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5471,"(145,1027)","(186,1005)","(1206,522)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5472,"(145,1027)","(186,1008)","(1206,523)","(53,742)",,"(85,101)","(1003,408)",,"(239,52)",,,,,,,,,,,"(69,74)",,,,,,,,,,
5473,"(144,1027)","(186,1008)","(1205,524)","(53,742)",,"(85,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5474,"(144,1027)","(186,1008)","(1205,523)","(54,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5475,"(145,1027)","(186,1008)","(1205,524)","(54,742)",,"(84,101)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5476,"(145,1027)","(186,1008)","(1205,524)","(54,743)",,"(82,100)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5477,"(145,1027)","(186,1008)","(1205,523)","(54,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5478,"(145,1027)","(186,1008)","(1206,523)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5479,"(144,1027)","(186,1008)","(1206,522)","(53,743)",,"(82,100)","(1003,408)",,"(243,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5480,"(145,1027)","(186,1008)","(1207,522)","(53,742)",,"(82,100)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,75)",,,,,,,,,,
5481,"(145,1027)","(186,1008)","(1207,523)","(53,743)",,"(82,100)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5482,"(145,1027)","(186,1008)","(1207,523)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5483,"(145,1027)","(187,1008)","(1210,523)","(54,743)",,"(82,100)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5484,"(145,1027)","(186,1008)","(1211,527)","(53,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5485,"(145,1027)","(186,1007)","(1211,527)","(53,743)",,"(82,100)","(1003,408)",,"(243,52)",,,,,,,,,,,"(70,75)",,,,,,,,,,
5486,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5487,"(145,1027)","(186,1008)","(1211,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5488,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5489,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5490,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5491,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5492,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5493,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5494,"(144,1027)","(186,1008)","(1211,527)","(53,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5495,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5496,"(144,1027)","(186,1008)","(1211,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5497,"(145,1027)","(186,1008)","(1211,527)","(53,743)",,"(82,100)","(1003,408)",,"(244,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5498,"(144,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5499,"(146,1027)","(187,1008)","(1212,527)","(54,743)",,"(82,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5500,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5501,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5502,"(145,1028)","(186,1007)","(1211,527)","(53,743)",,"(82,99)","(1003,408)",,"(248,53)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5503,"(146,1027)","(186,1007)","(1212,527)","(53,742)",,"(85,101)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5504,"(145,1028)","(186,1008)","(1211,527)","(53,742)",,"(83,100)","(1003,408)",,"(237,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5505,"(145,1028)","(186,1008)","(1211,527)","(53,742)",,"(83,100)","(1003,408)",,"(238,51)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5506,"(144,1027)","(186,1007)","(1211,527)","(54,742)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5507,"(144,1027)","(186,1008)","(1212,527)","(54,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5508,"(145,1027)","(186,1007)","(1211,527)","(53,742)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5509,"(145,1027)","(186,1007)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5510,"(144,1027)","(186,1007)","(1211,527)","(53,742)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5511,"(144,1027)","(186,1007)","(1211,527)","(53,742)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5512,"(144,1027)","(186,1007)","(1212,527)","(53,742)",,"(82,99)","(1002,408)",,,,,,,,,,,,,"(69,74)",,,,,,,,,,
5513,"(144,1027)","(186,1007)","(1212,527)","(53,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5514,"(145,1027)","(186,1007)","(1212,527)","(53,743)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5515,"(145,1027)","(186,1008)","(1212,528)","(54,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5516,"(144,1027)","(186,1007)","(1212,527)","(54,743)",,"(82,99)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5517,"(145,1027)","(186,1008)","(1212,528)","(54,743)",,"(83,100)","(1003,408)",,"(241,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5518,"(145,1027)","(186,1007)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5519,"(145,1027)","(187,1007)","(1214,528)","(54,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5520,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(83,100)","(1003,408)",,"(241,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5521,"(145,1027)","(186,1007)","(1212,527)","(54,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5522,"(145,1027)","(186,1007)","(1212,527)","(53,742)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5523,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5524,"(145,1027)","(186,1007)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5525,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5526,"(145,1027)","(186,1007)","(1212,528)","(53,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5527,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5528,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5529,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(83,100)","(1003,409)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5530,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5531,"(145,1027)","(186,1007)","(1212,528)","(53,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5532,"(145,1027)","(186,1007)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5533,"(145,1027)","(186,1007)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5534,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,"(239,52)",,,,,,,,,,,"(70,74)",,,,,,,,,,
5535,"(145,1027)","(186,1008)","(1212,527)","(53,742)",,"(83,100)","(1003,408)",,"(240,52)",,,,,,,,,,,"(70,75)",,,,,,,,,,
5536,"(145,1027)","(186,1008)","(1212,528)","(54,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5537,"(145,1027)","(186,1008)","(1212,527)","(54,743)",,"(84,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5538,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5539,"(145,1027)","(186,1008)","(1212,527)","(54,742)",,"(83,99)","(1004,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5540,"(145,1027)","(186,1008)","(1212,527)","(53,742)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5541,"(144,1027)","(186,1008)","(1212,527)","(53,742)",,"(83,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5542,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5543,"(145,1027)","(186,1008)","(1212,527)","(54,742)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5544,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5545,"(145,1027)","(186,1007)","(1212,527)","(53,743)",,"(82,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5546,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5547,"(145,1027)","(186,1008)","(1212,527)","(53,743)",,"(83,99)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5548,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5549,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5550,"(145,1027)","(186,1008)","(1212,527)","(54,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5551,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5552,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
5553,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,75)",,,,,,,,,,
5554,"(145,1027)","(186,1008)","(1212,528)","(53,743)",,"(82,100)","(1003,408)",,,,,,,,,,,,,"(70,74)",,,,,,,,,,
